Rk,Date,Tm,,Opp,Qtr,Time,Score (Before),Description,Score (After)
195,3/28/17,CHO,,MIL,4th,06:07.0,CHO down 16 (87-103),B. Roberts misses free throw 1 of 1,CHO down 16 (87-103)
196,3/28/17,CHO,,MIL,4th,06:33.0,CHO down 19 (84-103),B. Roberts makes free throw 2 of 2,CHO down 18 (85-103)
197,3/28/17,CHO,,MIL,4th,06:33.0,CHO down 20 (83-103),B. Roberts makes free throw 1 of 2,CHO down 19 (84-103)
198,3/28/17,CHO,,MIL,3rd,01:25.0,CHO down 20 (74-94),B. Weber misses free throw 2 of 2,CHO down 20 (74-94)
199,3/28/17,CHO,,MIL,3rd,01:25.0,CHO down 21 (73-94),B. Weber makes free throw 1 of 2,CHO down 20 (74-94)
200,3/28/17,CHO,,MIL,3rd,09:43.0,CHO down 25 (56-81),K. Walker makes free throw 2 of 2,CHO down 24 (57-81)
201,3/28/17,CHO,,MIL,3rd,09:43.0,CHO down 25 (56-81),K. Walker misses free throw 1 of 2,CHO down 25 (56-81)
202,3/28/17,CHO,,MIL,3rd,10:06.0,CHO down 24 (55-79),C. Zeller makes free throw 2 of 2,CHO down 23 (56-79)
203,3/28/17,CHO,,MIL,3rd,10:06.0,CHO down 25 (54-79),C. Zeller makes free throw 1 of 2,CHO down 24 (55-79)
204,Date,Tm,,Opp,Qtr,Time,Score (Before),Description,Score (After)
205,3/28/17,CHO,,MIL,2nd,02:42.0,CHO down 20 (44-64),J. Lamb makes free throw 1 of 1,CHO down 19 (45-64)
206,3/28/17,CHO,,MIL,2nd,04:04.0,CHO down 18 (39-57),M. Williams makes free throw 2 of 2,CHO down 17 (40-57)
207,3/28/17,CHO,,MIL,2nd,04:04.0,CHO down 19 (38-57),M. Williams makes free throw 1 of 2,CHO down 18 (39-57)
208,3/28/17,CHO,,MIL,2nd,05:21.0,CHO down 15 (37-52),M. Williams makes free throw 2 of 2,CHO down 14 (38-52)
209,3/28/17,CHO,,MIL,2nd,05:21.0,CHO down 16 (36-52),M. Williams makes free throw 1 of 2,CHO down 15 (37-52)
210,3/28/17,CHO,,MIL,2nd,05:51.0,CHO down 17 (35-52),N. Batum makes technical free throw,CHO down 16 (36-52)
211,3/28/17,CHO,,MIL,2nd,06:21.0,CHO down 18 (34-52),J. Lamb makes free throw 2 of 2,CHO down 17 (35-52)
212,3/28/17,CHO,,MIL,2nd,06:21.0,CHO down 19 (33-52),J. Lamb makes free throw 1 of 2,CHO down 18 (34-52)
213,3/28/17,CHO,,MIL,1st,00:53.0,CHO down 9 (22-31),J. Lamb misses free throw 1 of 1,CHO down 9 (22-31)
214,3/28/17,CHO,,MIL,1st,01:42.0,CHO down 11 (17-28),M. Belinelli makes free throw 2 of 2,CHO down 10 (18-28)
215,3/28/17,CHO,,MIL,1st,01:42.0,CHO down 12 (16-28),M. Belinelli makes free throw 1 of 2,CHO down 11 (17-28)
216,3/28/17,CHO,,MIL,1st,02:05.0,CHO down 13 (15-28),B. Weber makes free throw 2 of 2,CHO down 12 (16-28)
217,3/28/17,CHO,,MIL,1st,02:05.0,CHO down 14 (14-28),B. Weber makes free throw 1 of 2,CHO down 13 (15-28)
218,3/28/17,CHO,,MIL,1st,06:06.0,CHO down 5 (10-15),M. Kidd-Gilchrist misses free throw 2 of 2,CHO down 5 (10-15)
219,3/28/17,CHO,,MIL,1st,06:06.0,CHO down 6 (9-15),M. Kidd-Gilchrist makes free throw 1 of 2,CHO down 5 (10-15)
220,3/28/17,CHO,,MIL,1st,06:35.0,CHO down 4 (9-13),M. Kidd-Gilchrist misses free throw 2 of 2,CHO down 4 (9-13)
221,3/28/17,CHO,,MIL,1st,06:35.0,CHO down 5 (8-13),M. Kidd-Gilchrist makes free throw 1 of 2,CHO down 4 (9-13)
222,3/28/17,CHO,,MIL,1st,07:11.0,CHO down 4 (7-11),M. Kidd-Gilchrist makes free throw 2 of 2,CHO down 3 (8-11)
223,3/28/17,CHO,,MIL,1st,07:11.0,CHO down 5 (6-11),M. Kidd-Gilchrist makes free throw 1 of 2,CHO down 4 (7-11)
224,3/26/17,CHO,,PHO,4th,01:04.0,CHO up 16 (117-101),C. Zeller makes free throw 2 of 2,CHO up 17 (118-101)
225,3/26/17,CHO,,PHO,4th,01:04.0,CHO up 15 (116-101),C. Zeller makes free throw 1 of 2,CHO up 16 (117-101)
226,3/26/17,CHO,,PHO,3rd,01:00.0,CHO up 16 (92-76),M. Williams makes free throw 2 of 2,CHO up 17 (93-76)
227,3/26/17,CHO,,PHO,3rd,01:00.0,CHO up 15 (91-76),M. Williams makes free throw 1 of 2,CHO up 16 (92-76)
228,3/26/17,CHO,,PHO,3rd,01:25.0,CHO up 14 (90-76),K. Walker makes free throw 2 of 2,CHO up 15 (91-76)
229,3/26/17,CHO,,PHO,3rd,01:25.0,CHO up 13 (89-76),K. Walker makes free throw 1 of 2,CHO up 14 (90-76)
230,3/26/17,CHO,,PHO,3rd,02:39.0,CHO up 12 (86-74),M. Belinelli makes free throw 2 of 2,CHO up 13 (87-74)
231,3/26/17,CHO,,PHO,3rd,02:39.0,CHO up 11 (85-74),M. Belinelli makes free throw 1 of 2,CHO up 12 (86-74)
232,3/26/17,CHO,,PHO,3rd,04:28.0,CHO up 10 (80-70),K. Walker makes free throw 2 of 2,CHO up 11 (81-70)
233,3/26/17,CHO,,PHO,3rd,04:28.0,CHO up 9 (79-70),K. Walker makes free throw 1 of 2,CHO up 10 (80-70)
234,3/26/17,CHO,,PHO,3rd,06:12.0,CHO up 11 (77-66),N. Batum misses free throw 2 of 2,CHO up 11 (77-66)
235,3/26/17,CHO,,PHO,3rd,06:12.0,CHO up 10 (76-66),N. Batum makes free throw 1 of 2,CHO up 11 (77-66)
236,3/26/17,CHO,,PHO,3rd,11:34.0,CHO up 22 (69-47),C. Zeller makes free throw 2 of 2,CHO up 23 (70-47)
237,3/26/17,CHO,,PHO,3rd,11:34.0,CHO up 22 (69-47),C. Zeller misses free throw 1 of 2,CHO up 22 (69-47)
238,3/26/17,CHO,,PHO,2nd,02:29.0,CHO up 19 (58-39),M. Williams makes free throw 2 of 2,CHO up 20 (59-39)
239,3/26/17,CHO,,PHO,2nd,02:29.0,CHO up 18 (57-39),M. Williams makes free throw 1 of 2,CHO up 19 (58-39)
240,3/26/17,CHO,,PHO,1st,00:58.0,CHO up 19 (35-16),F. Kaminsky makes free throw 2 of 2,CHO up 20 (36-16)
241,3/26/17,CHO,,PHO,1st,00:58.0,CHO up 18 (34-16),F. Kaminsky makes free throw 1 of 2,CHO up 19 (35-16)
242,3/26/17,CHO,,PHO,1st,05:34.0,CHO up 19 (26-7),C. Zeller makes free throw 1 of 1,CHO up 20 (27-7)
243,3/26/17,CHO,,PHO,1st,08:59.0,CHO up 13 (14-1),K. Walker makes free throw 3 of 3,CHO up 14 (15-1)
244,3/26/17,CHO,,PHO,1st,08:59.0,CHO up 12 (13-1),K. Walker makes free throw 2 of 3,CHO up 13 (14-1)
245,3/26/17,CHO,,PHO,1st,08:59.0,CHO up 11 (12-1),K. Walker makes free throw 1 of 3,CHO up 12 (13-1)
246,3/26/17,CHO,,PHO,1st,10:10.0,CHO up 8 (9-1),N. Batum makes free throw 2 of 2,CHO up 9 (10-1)
247,3/26/17,CHO,,PHO,1st,10:10.0,CHO up 7 (8-1),N. Batum makes free throw 1 of 2,CHO up 8 (9-1)
248,3/24/17,CHO,,CLE,4th,01:44.0,CHO down 6 (102-108),M. Belinelli makes free throw 2 of 2,CHO down 5 (103-108)
249,3/24/17,CHO,,CLE,4th,01:44.0,CHO down 7 (101-108),M. Belinelli makes free throw 1 of 2,CHO down 6 (102-108)
250,3/24/17,CHO,,CLE,4th,04:20.0,CHO down 2 (98-100),K. Walker makes free throw 2 of 2,CHO down 1 (99-100)
251,3/24/17,CHO,,CLE,4th,04:20.0,CHO down 2 (98-100),K. Walker misses free throw 1 of 2,CHO down 2 (98-100)
252,3/24/17,CHO,,CLE,4th,05:27.0,CHO down 4 (96-100),C. Zeller misses free throw 2 of 2,CHO down 4 (96-100)
253,3/24/17,CHO,,CLE,4th,05:27.0,CHO down 5 (95-100),C. Zeller makes free throw 1 of 2,CHO down 4 (96-100)
254,3/24/17,CHO,,CLE,4th,05:56.0,CHO down 6 (94-100),M. Belinelli makes free throw 1 of 1,CHO down 5 (95-100)
255,3/24/17,CHO,,CLE,3rd,00:46.0,CHO down 5 (82-87),M. Williams makes free throw 2 of 2,CHO down 4 (83-87)
256,3/24/17,CHO,,CLE,3rd,00:46.0,CHO down 6 (81-87),M. Williams makes free throw 1 of 2,CHO down 5 (82-87)
257,3/24/17,CHO,,CLE,3rd,01:55.0,CHO down 8 (77-85),M. Williams makes free throw 2 of 2,CHO down 7 (78-85)
258,3/24/17,CHO,,CLE,3rd,01:55.0,CHO down 9 (76-85),M. Williams makes free throw 1 of 2,CHO down 8 (77-85)
259,3/24/17,CHO,,CLE,3rd,02:33.0,CHO down 8 (75-83),N. Batum makes free throw 2 of 2,CHO down 7 (76-83)
260,3/24/17,CHO,,CLE,3rd,02:33.0,CHO down 9 (74-83),N. Batum makes free throw 1 of 2,CHO down 8 (75-83)
261,3/24/17,CHO,,CLE,3rd,08:00.0,CHO down 6 (61-67),M. Williams makes free throw 1 of 1,CHO down 5 (62-67)
262,3/24/17,CHO,,CLE,3rd,10:02.0,CHO down 6 (57-63),C. Zeller misses free throw 1 of 1,CHO down 6 (57-63)
263,3/24/17,CHO,,CLE,2nd,05:24.0,CHO down 9 (42-51),C. Zeller makes free throw 2 of 2,CHO down 8 (43-51)
264,3/24/17,CHO,,CLE,2nd,05:24.0,CHO down 9 (42-51),C. Zeller misses free throw 1 of 2,CHO down 9 (42-51)
265,3/24/17,CHO,,CLE,2nd,06:31.0,CHO down 8 (41-49),K. Walker makes free throw 2 of 2,CHO down 7 (42-49)
266,3/24/17,CHO,,CLE,2nd,06:31.0,CHO down 9 (40-49),K. Walker makes free throw 1 of 2,CHO down 8 (41-49)
267,3/24/17,CHO,,CLE,1st,00:16.0,CHO down 1 (30-31),M. Belinelli makes free throw 2 of 2,CHO tied (31-31)
268,3/24/17,CHO,,CLE,1st,00:16.0,CHO down 2 (29-31),M. Belinelli makes free throw 1 of 2,CHO down 1 (30-31)
269,3/24/17,CHO,,CLE,1st,05:44.0,CHO up 3 (18-15),N. Batum makes free throw 1 of 1,CHO up 4 (19-15)
270,3/24/17,CHO,,CLE,1st,07:06.0,CHO down 1 (14-15),C. Zeller misses free throw 2 of 2,CHO down 1 (14-15)
271,3/24/17,CHO,,CLE,1st,07:06.0,CHO down 2 (13-15),C. Zeller makes free throw 1 of 2,CHO down 1 (14-15)
272,3/22/17,CHO,@,ORL,4th,00:11.0,CHO up 6 (108-102),K. Walker makes free throw 2 of 2,CHO up 7 (109-102)
273,3/22/17,CHO,@,ORL,4th,00:11.0,CHO up 5 (107-102),K. Walker makes free throw 1 of 2,CHO up 6 (108-102)
274,3/22/17,CHO,@,ORL,4th,00:19.0,CHO up 4 (106-102),K. Walker makes free throw 2 of 2,CHO up 5 (107-102)
275,3/22/17,CHO,@,ORL,4th,00:19.0,CHO up 4 (106-102),K. Walker misses free throw 1 of 2,CHO up 4 (106-102)
276,3/22/17,CHO,@,ORL,4th,05:05.0,CHO up 2 (93-91),F. Kaminsky makes free throw 2 of 2,CHO up 3 (94-91)
277,3/22/17,CHO,@,ORL,4th,05:05.0,CHO up 1 (92-91),F. Kaminsky makes free throw 1 of 2,CHO up 2 (93-91)
278,3/22/17,CHO,@,ORL,4th,09:01.0,CHO down 6 (81-87),M. Belinelli makes free throw 2 of 2,CHO down 5 (82-87)
279,3/22/17,CHO,@,ORL,4th,09:01.0,CHO down 6 (81-87),M. Belinelli misses free throw 1 of 2,CHO down 6 (81-87)
280,3/22/17,CHO,@,ORL,3rd,00:37.0,CHO down 3 (76-79),M. Belinelli makes free throw 3 of 3,CHO down 2 (77-79)
281,3/22/17,CHO,@,ORL,3rd,00:37.0,CHO down 4 (75-79),M. Belinelli makes free throw 2 of 3,CHO down 3 (76-79)
282,3/22/17,CHO,@,ORL,3rd,00:37.0,CHO down 5 (74-79),M. Belinelli makes free throw 1 of 3,CHO down 4 (75-79)
283,3/22/17,CHO,@,ORL,3rd,10:32.0,CHO down 8 (50-58),C. Zeller makes free throw 1 of 1,CHO down 7 (51-58)
284,3/22/17,CHO,@,ORL,2nd,11:07.0,CHO down 2 (25-27),M. Belinelli makes free throw 3 of 3,CHO down 1 (26-27)
285,3/22/17,CHO,@,ORL,2nd,11:07.0,CHO down 3 (24-27),M. Belinelli makes free throw 2 of 3,CHO down 2 (25-27)
286,3/22/17,CHO,@,ORL,2nd,11:07.0,CHO down 4 (23-27),M. Belinelli makes free throw 1 of 3,CHO down 3 (24-27)
287,3/22/17,CHO,@,ORL,1st,08:03.0,CHO down 5 (6-11),M. Kidd-Gilchrist makes free throw 1 of 1,CHO down 4 (7-11)
288,3/22/17,CHO,@,ORL,1st,09:01.0,CHO down 3 (3-6),K. Walker makes free throw 2 of 2,CHO down 2 (4-6)
289,3/22/17,CHO,@,ORL,1st,09:01.0,CHO down 4 (2-6),K. Walker makes free throw 1 of 2,CHO down 3 (3-6)
290,3/20/17,CHO,,ATL,4th,06:40.0,CHO up 22 (96-74),M. Belinelli makes free throw 2 of 2,CHO up 23 (97-74)
291,3/20/17,CHO,,ATL,4th,06:40.0,CHO up 21 (95-74),M. Belinelli makes free throw 1 of 2,CHO up 22 (96-74)
292,3/20/17,CHO,,ATL,4th,09:54.0,CHO up 22 (90-68),M. Belinelli makes free throw 2 of 2,CHO up 23 (91-68)
293,3/20/17,CHO,,ATL,4th,09:54.0,CHO up 22 (90-68),M. Belinelli misses free throw 1 of 2,CHO up 22 (90-68)
294,3/20/17,CHO,,ATL,3rd,03:09.0,CHO up 17 (76-59),B. Weber misses free throw 1 of 1,CHO up 17 (76-59)
295,3/20/17,CHO,,ATL,3rd,04:08.0,CHO up 16 (73-57),F. Kaminsky makes free throw 1 of 1,CHO up 17 (74-57)
296,3/20/17,CHO,,ATL,3rd,09:26.0,CHO up 8 (58-50),N. Batum makes free throw 3 of 3,CHO up 9 (59-50)
297,3/20/17,CHO,,ATL,3rd,09:26.0,CHO up 7 (57-50),N. Batum makes free throw 2 of 3,CHO up 8 (58-50)
298,3/20/17,CHO,,ATL,3rd,09:26.0,CHO up 7 (57-50),N. Batum misses free throw 1 of 3,CHO up 7 (57-50)
299,3/20/17,CHO,,ATL,2nd,01:35.0,CHO up 11 (47-36),N. Batum makes free throw 3 of 3,CHO up 12 (48-36)
300,3/20/17,CHO,,ATL,2nd,01:35.0,CHO up 11 (47-36),N. Batum misses free throw 2 of 3,CHO up 11 (47-36)
301,3/20/17,CHO,,ATL,2nd,01:35.0,CHO up 10 (46-36),N. Batum makes free throw 1 of 3,CHO up 11 (47-36)
302,3/20/17,CHO,,ATL,2nd,02:00.0,CHO up 11 (45-34),N. Batum makes free throw 1 of 1,CHO up 12 (46-34)
303,3/20/17,CHO,,ATL,2nd,10:24.0,CHO up 8 (27-19),M. Williams makes free throw 2 of 2,CHO up 9 (28-19)
304,3/20/17,CHO,,ATL,2nd,10:24.0,CHO up 7 (26-19),M. Williams makes free throw 1 of 2,CHO up 8 (27-19)
305,3/20/17,CHO,,ATL,1st,00:00.0,CHO down 1 (18-19),M. Williams makes free throw 1 of 1,CHO tied (19-19)
306,3/20/17,CHO,,ATL,1st,02:44.0,CHO down 6 (11-17),C. Zeller misses free throw 2 of 2,CHO down 6 (11-17)
307,3/20/17,CHO,,ATL,1st,02:44.0,CHO down 6 (11-17),C. Zeller misses free throw 1 of 2,CHO down 6 (11-17)
308,3/20/17,CHO,,ATL,1st,11:21.0,CHO down 2 (0-2),M. Kidd-Gilchrist makes free throw 2 of 2,CHO down 1 (1-2)
309,3/20/17,CHO,,ATL,1st,11:21.0,CHO down 2 (0-2),M. Kidd-Gilchrist misses free throw 1 of 2,CHO down 2 (0-2)
310,3/18/17,CHO,,WAS,4th,00:07.0,CHO up 4 (97-93),M. Williams makes free throw 2 of 2,CHO up 5 (98-93)
311,3/18/17,CHO,,WAS,4th,00:07.0,CHO up 3 (96-93),M. Williams makes free throw 1 of 2,CHO up 4 (97-93)
312,3/18/17,CHO,,WAS,4th,00:10.0,CHO up 4 (95-91),M. Williams makes free throw 2 of 2,CHO up 5 (96-91)
313,3/18/17,CHO,,WAS,4th,00:10.0,CHO up 3 (94-91),M. Williams makes free throw 1 of 2,CHO up 4 (95-91)
314,3/18/17,CHO,,WAS,4th,00:15.0,CHO up 3 (94-91),M. Belinelli misses free throw 2 of 2,CHO up 3 (94-91)
315,3/18/17,CHO,,WAS,4th,00:15.0,CHO up 2 (93-91),M. Belinelli makes free throw 1 of 2,CHO up 3 (94-91)
316,3/18/17,CHO,,WAS,4th,02:26.0,CHO up 7 (87-80),K. Walker makes free throw 3 of 3,CHO up 8 (88-80)
317,3/18/17,CHO,,WAS,4th,02:26.0,CHO up 7 (87-80),K. Walker misses free throw 2 of 3,CHO up 7 (87-80)
318,3/18/17,CHO,,WAS,4th,02:26.0,CHO up 6 (86-80),K. Walker makes free throw 1 of 3,CHO up 7 (87-80)
319,3/18/17,CHO,,WAS,4th,05:50.0,CHO up 5 (79-74),F. Kaminsky misses free throw 2 of 2,CHO up 5 (79-74)
320,3/18/17,CHO,,WAS,4th,05:50.0,CHO up 4 (78-74),F. Kaminsky makes free throw 1 of 2,CHO up 5 (79-74)
321,3/18/17,CHO,,WAS,3rd,00:10.0,CHO up 3 (64-61),F. Kaminsky misses free throw 2 of 2,CHO up 3 (64-61)
322,3/18/17,CHO,,WAS,3rd,00:10.0,CHO up 3 (64-61),F. Kaminsky misses free throw 1 of 2,CHO up 3 (64-61)
323,3/18/17,CHO,,WAS,3rd,01:20.0,CHO up 6 (63-57),F. Kaminsky makes free throw 2 of 2,CHO up 7 (64-57)
324,3/18/17,CHO,,WAS,3rd,01:20.0,CHO up 6 (63-57),F. Kaminsky misses free throw 1 of 2,CHO up 6 (63-57)
325,3/18/17,CHO,,WAS,3rd,08:35.0,CHO tied (45-45),C. Zeller makes free throw 1 of 1,CHO up 1 (46-45)
326,3/18/17,CHO,,WAS,2nd,00:24.0,CHO up 1 (39-38),C. Zeller misses free throw 2 of 2,CHO up 1 (39-38)
327,3/18/17,CHO,,WAS,2nd,00:24.0,CHO tied (38-38),C. Zeller makes free throw 1 of 2,CHO up 1 (39-38)
328,3/18/17,CHO,,WAS,2nd,10:05.0,CHO down 5 (20-25),F. Kaminsky makes free throw 2 of 2,CHO down 4 (21-25)
329,3/18/17,CHO,,WAS,2nd,10:05.0,CHO down 6 (19-25),F. Kaminsky makes free throw 1 of 2,CHO down 5 (20-25)
330,3/18/17,CHO,,WAS,1st,00:25.0,CHO down 2 (18-20),J. Lamb makes free throw 2 of 2,CHO down 1 (19-20)
331,3/18/17,CHO,,WAS,1st,00:25.0,CHO down 3 (17-20),J. Lamb makes free throw 1 of 2,CHO down 2 (18-20)
332,3/18/17,CHO,,WAS,1st,04:46.0,CHO tied (14-14),M. Belinelli makes free throw 3 of 3,CHO up 1 (15-14)
333,3/18/17,CHO,,WAS,1st,04:46.0,CHO down 1 (13-14),M. Belinelli makes free throw 2 of 3,CHO tied (14-14)
334,3/18/17,CHO,,WAS,1st,04:46.0,CHO down 2 (12-14),M. Belinelli makes free throw 1 of 3,CHO down 1 (13-14)
335,3/18/17,CHO,,WAS,1st,08:28.0,CHO up 1 (8-7),C. Zeller misses free throw 2 of 2,CHO up 1 (8-7)
336,3/18/17,CHO,,WAS,1st,08:28.0,CHO tied (7-7),C. Zeller makes free throw 1 of 2,CHO up 1 (8-7)
337,3/15/17,CHO,@,IND,4th,08:23.0,CHO down 11 (68-79),J. Lamb makes free throw 2 of 2,CHO down 10 (69-79)
338,3/15/17,CHO,@,IND,4th,08:23.0,CHO down 12 (67-79),J. Lamb makes free throw 1 of 2,CHO down 11 (68-79)
339,3/15/17,CHO,@,IND,4th,11:51.0,CHO down 16 (59-75),F. Kaminsky makes free throw 2 of 2,CHO down 15 (60-75)
340,3/15/17,CHO,@,IND,4th,11:51.0,CHO down 17 (58-75),F. Kaminsky makes free throw 1 of 2,CHO down 16 (59-75)
341,3/15/17,CHO,@,IND,3rd,10:51.0,CHO down 3 (44-47),K. Walker makes free throw 1 of 1,CHO down 2 (45-47)
342,3/15/17,CHO,@,IND,2nd,01:16.0,CHO down 1 (41-42),C. Zeller makes free throw 1 of 1,CHO tied (42-42)
343,3/15/17,CHO,@,IND,2nd,11:16.0,CHO down 2 (22-24),F. Kaminsky makes free throw 2 of 2,CHO down 1 (23-24)
344,3/15/17,CHO,@,IND,2nd,11:16.0,CHO down 2 (22-24),F. Kaminsky misses free throw 1 of 2,CHO down 2 (22-24)
345,3/15/17,CHO,@,IND,1st,00:02.0,CHO down 3 (21-24),F. Kaminsky makes free throw 3 of 3,CHO down 2 (22-24)
346,3/15/17,CHO,@,IND,1st,00:02.0,CHO down 3 (21-24),F. Kaminsky misses free throw 2 of 3,CHO down 3 (21-24)
347,3/15/17,CHO,@,IND,1st,00:02.0,CHO down 4 (20-24),F. Kaminsky makes free throw 1 of 3,CHO down 3 (21-24)
348,3/15/17,CHO,@,IND,1st,03:38.0,CHO down 1 (12-13),M. Belinelli makes free throw 2 of 2,CHO tied (13-13)
349,3/15/17,CHO,@,IND,1st,03:38.0,CHO down 1 (12-13),M. Belinelli misses free throw 1 of 2,CHO down 1 (12-13)
350,3/13/17,CHO,,CHI,4th,06:08.0,CHO down 5 (90-95),C. Zeller makes free throw 1 of 1,CHO down 4 (91-95)
351,3/13/17,CHO,,CHI,3rd,01:32.0,CHO down 6 (74-80),M. Belinelli makes free throw 2 of 2,CHO down 5 (75-80)
352,3/13/17,CHO,,CHI,3rd,01:32.0,CHO down 7 (73-80),M. Belinelli makes free throw 1 of 2,CHO down 6 (74-80)
353,3/13/17,CHO,,CHI,3rd,05:54.0,CHO down 3 (66-69),C. Zeller makes free throw 2 of 2,CHO down 2 (67-69)
354,3/13/17,CHO,,CHI,3rd,05:54.0,CHO down 4 (65-69),C. Zeller makes free throw 1 of 2,CHO down 3 (66-69)
355,3/13/17,CHO,,CHI,3rd,07:53.0,CHO down 2 (60-62),J. Lamb makes free throw 2 of 2,CHO down 1 (61-62)
356,3/13/17,CHO,,CHI,3rd,07:53.0,CHO down 3 (59-62),J. Lamb makes free throw 1 of 2,CHO down 2 (60-62)
357,3/13/17,CHO,,CHI,3rd,09:52.0,CHO down 5 (55-60),J. Lamb misses free throw 2 of 2,CHO down 5 (55-60)
358,3/13/17,CHO,,CHI,3rd,09:52.0,CHO down 6 (54-60),J. Lamb makes free throw 1 of 2,CHO down 5 (55-60)
359,3/13/17,CHO,,CHI,2nd,06:45.0,CHO down 10 (35-45),M. Kidd-Gilchrist makes free throw 2 of 2,CHO down 9 (36-45)
360,3/13/17,CHO,,CHI,2nd,06:45.0,CHO down 10 (35-45),M. Kidd-Gilchrist misses free throw 1 of 2,CHO down 10 (35-45)
361,3/13/17,CHO,,CHI,2nd,09:22.0,CHO down 14 (30-44),M. Williams makes free throw 2 of 2,CHO down 13 (31-44)
362,3/13/17,CHO,,CHI,2nd,09:22.0,CHO down 15 (29-44),M. Williams makes free throw 1 of 2,CHO down 14 (30-44)
363,3/13/17,CHO,,CHI,2nd,10:41.0,CHO down 12 (26-38),M. Belinelli makes technical free throw,CHO down 11 (27-38)
364,3/13/17,CHO,,CHI,1st,01:49.0,CHO down 1 (23-24),T. Graham makes free throw 2 of 2,CHO tied (24-24)
365,3/13/17,CHO,,CHI,1st,01:49.0,CHO down 1 (23-24),T. Graham misses free throw 1 of 2,CHO down 1 (23-24)
366,3/13/17,CHO,,CHI,1st,03:40.0,CHO up 2 (22-20),M. Kidd-Gilchrist makes free throw 2 of 2,CHO up 3 (23-20)
367,3/13/17,CHO,,CHI,1st,03:40.0,CHO up 1 (21-20),M. Kidd-Gilchrist makes free throw 1 of 2,CHO up 2 (22-20)
368,3/13/17,CHO,,CHI,1st,10:14.0,CHO tied (5-5),M. Kidd-Gilchrist makes free throw 1 of 1,CHO up 1 (6-5)
369,3/11/17,CHO,,NOP,OT,04:46.0,CHO tied (112-112),N. Batum makes free throw 2 of 2,CHO up 1 (113-112)
370,3/11/17,CHO,,NOP,OT,04:46.0,CHO tied (112-112),N. Batum misses free throw 1 of 2,CHO tied (112-112)
371,3/11/17,CHO,,NOP,4th,06:48.0,CHO up 1 (92-91),C. Wood makes free throw 2 of 2,CHO up 2 (93-91)
372,3/11/17,CHO,,NOP,4th,06:48.0,CHO tied (91-91),C. Wood makes free throw 1 of 2,CHO up 1 (92-91)
373,3/11/17,CHO,,NOP,4th,07:57.0,CHO down 1 (87-88),J. Lamb makes free throw 1 of 1,CHO tied (88-88)
374,3/11/17,CHO,,NOP,4th,08:30.0,CHO down 4 (84-88),J. Lamb makes free throw 2 of 2,CHO down 3 (85-88)
375,3/11/17,CHO,,NOP,4th,08:30.0,CHO down 5 (83-88),J. Lamb makes free throw 1 of 2,CHO down 4 (84-88)
376,3/11/17,CHO,,NOP,4th,11:28.0,CHO down 5 (78-83),C. Zeller misses free throw 2 of 2,CHO down 5 (78-83)
377,3/11/17,CHO,,NOP,4th,11:28.0,CHO down 5 (78-83),C. Zeller misses free throw 1 of 2,CHO down 5 (78-83)
378,3/11/17,CHO,,NOP,2nd,02:06.0,CHO tied (55-55),M. Kidd-Gilchrist makes free throw 2 of 2,CHO up 1 (56-55)
379,3/11/17,CHO,,NOP,2nd,02:06.0,CHO down 1 (54-55),M. Kidd-Gilchrist makes free throw 1 of 2,CHO tied (55-55)
380,3/11/17,CHO,,NOP,2nd,04:22.0,CHO up 1 (47-46),M. Williams makes free throw 1 of 1,CHO up 2 (48-46)
381,3/11/17,CHO,,NOP,2nd,07:53.0,CHO down 3 (38-41),K. Walker makes free throw 2 of 2,CHO down 2 (39-41)
382,3/11/17,CHO,,NOP,2nd,07:53.0,CHO down 4 (37-41),K. Walker makes free throw 1 of 2,CHO down 3 (38-41)
383,3/11/17,CHO,,NOP,2nd,09:16.0,CHO down 8 (33-41),M. Belinelli makes free throw 3 of 3,CHO down 7 (34-41)
384,3/11/17,CHO,,NOP,2nd,09:16.0,CHO down 9 (32-41),M. Belinelli makes free throw 2 of 3,CHO down 8 (33-41)
385,3/11/17,CHO,,NOP,2nd,09:16.0,CHO down 10 (31-41),M. Belinelli makes free throw 1 of 3,CHO down 9 (32-41)
386,3/11/17,CHO,,NOP,1st,00:18.0,CHO down 3 (26-29),J. Lamb makes free throw 2 of 2,CHO down 2 (27-29)
387,3/11/17,CHO,,NOP,1st,00:18.0,CHO down 4 (25-29),J. Lamb makes free throw 1 of 2,CHO down 3 (26-29)
388,3/11/17,CHO,,NOP,1st,08:45.0,CHO tied (7-7),N. Batum makes technical free throw,CHO up 1 (8-7)
389,3/10/17,CHO,,ORL,4th,03:47.0,CHO up 39 (112-73),C. Wood makes free throw 1 of 1,CHO up 40 (113-73)
390,3/10/17,CHO,,ORL,4th,04:46.0,CHO up 33 (106-73),C. Wood makes free throw 2 of 2,CHO up 34 (107-73)
391,3/10/17,CHO,,ORL,4th,04:46.0,CHO up 32 (105-73),C. Wood makes free throw 1 of 2,CHO up 33 (106-73)
392,3/10/17,CHO,,ORL,4th,09:00.0,CHO up 30 (94-64),B. Roberts makes free throw 2 of 2,CHO up 31 (95-64)
393,3/10/17,CHO,,ORL,4th,09:00.0,CHO up 29 (93-64),B. Roberts makes free throw 1 of 2,CHO up 30 (94-64)
394,3/10/17,CHO,,ORL,3rd,00:27.0,CHO up 25 (87-62),M. Belinelli makes free throw 2 of 2,CHO up 26 (88-62)
